@relation 'AT: pml-training-weka.filters.unsupervised.attribute.Remove-R2-7,12-13,15-36,50-59,69-83,87-101,103-112,125-139,141-150-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R54-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute 0.317accel_belt_y-0.317accel_belt_z+0.308roll_belt+0.304total_accel_belt-0.269accel_arm_y... numeric
@attribute '0.294accel_belt_x-0.292pitch_belt+0.29 magnet_belt_x-0.266yaw_dumbbell+0.253yaw_belt...' numeric
@attribute '0.37 magnet_arm_y+0.307magnet_arm_z+0.275accel_arm_z-0.266magnet_arm_x+0.23 pitch_arm...' numeric
@attribute 0.453gyros_forearm_z+0.452gyros_dumbbell_z-0.451gyros_dumbbell_x+0.409gyros_forearm_y+0.352gyros_dumbbell_y... numeric
@attribute '-0.334accel_forearm_z+0.329magnet_forearm_z-0.277magnet_arm_z+0.27 magnet_belt_y+0.267accel_arm_x...' numeric
@attribute '0.401accel_forearm_y+0.284yaw_forearm+0.224magnet_forearm_y+0.22 magnet_dumbbell_z+0.217accel_arm_x...' numeric
@attribute 0.518gyros_arm_x-0.492gyros_arm_y+0.351magnet_forearm_y+0.224gyros_arm_z+0.188accel_forearm_y... numeric
@attribute 0.376magnet_forearm_x+0.333total_accel_arm-0.294roll_dumbbell+0.281accel_forearm_x-0.269pitch_dumbbell... numeric
@attribute '0.352pitch_dumbbell+0.35 magnet_forearm_x+0.345roll_dumbbell-0.306gyros_arm_y+0.3  gyros_arm_x...' numeric
@attribute -0.337magnet_forearm_y+0.306gyros_arm_x-0.297gyros_arm_y-0.278pitch_dumbbell-0.25total_accel_arm... numeric
@attribute '-0.425total_accel_arm+0.38 magnet_forearm_x+0.324accel_forearm_x-0.276pitch_arm-0.255total_accel_forearm...' numeric
@attribute '0.45 magnet_belt_z+0.374magnet_belt_y+0.309roll_arm-0.25roll_dumbbell-0.247accel_dumbbell_y...' numeric
@attribute -0.944kurtosis_yaw_belt-0.144yaw_arm+0.133total_accel_forearm-0.102roll_forearm-0.101pitch_forearm... numeric
@attribute classe {A,B,C,D,E}

@data
-1.406245,-1.72628,-4.049502,-1.505467,-1.056554,1.940772,3.025701,2.009337,-1.045436,0.684642,-1.427346,0.980826,0.524967,B
-1.130318,-2.045333,-3.69521,-1.277439,-1.330332,2.27589,3.055995,1.02681,-1.665338,1.100243,-1.276818,0.597287,0.629907,B
-1.016896,-2.233054,-3.606931,-1.195415,-1.503781,2.219771,3.14083,0.819681,-1.788847,1.068364,-1.172049,0.562001,0.624635,B
-0.822572,-2.274662,-3.442903,-0.959021,-1.831324,2.275281,3.039531,0.282504,-1.808572,1.021789,-0.989868,0.360137,0.679284,B
-0.753908,-2.258136,-3.287321,-0.831324,-1.996067,2.287475,3.040823,0.087277,-1.772632,1.092295,-0.863214,0.240831,0.712859,B
-0.742651,-2.242962,-3.254745,-0.741813,-2.012524,2.157888,3.059577,-0.25132,-1.528274,1.064404,-0.698934,0.30135,0.684537,B
-0.918053,-2.573148,-3.005289,-0.232763,-2.604609,2.105992,2.806223,-1.32384,-0.507738,0.825934,-0.507637,-0.689428,0.684907,B
-0.895693,-2.540733,-2.863214,-0.112402,-2.630839,1.952751,2.799771,-1.489591,-0.468259,0.821956,-0.553832,-0.730844,0.666837,B
-1.000889,-2.632222,-2.756948,0.068033,-2.832446,1.938232,2.623868,-1.734717,-0.351226,0.742515,-0.544544,-0.892141,0.657395,B
-1.154088,-2.592333,-2.694884,0.264552,-3.040519,1.973988,2.469288,-1.894099,-0.292157,0.706812,-0.60002,-1.088651,0.648253,B
-1.224801,-2.583435,-2.537497,0.442059,-3.177695,1.92274,2.394605,-1.947666,-0.328884,0.711921,-0.620343,-1.155585,0.641159,B
-1.19778,-2.593961,-2.37611,0.479645,-3.385826,1.79005,2.359245,-2.009693,-0.36382,0.665109,-0.548361,-1.136188,0.596177,B
-1.301617,-2.543712,-2.296244,0.521029,-3.441569,1.868028,2.181097,-2.224372,-0.185906,0.542819,-0.658322,-1.105043,0.58498,B
-1.324688,-2.561874,-2.135144,0.608105,-3.516846,1.830176,2.102399,-2.209041,-0.056354,0.449994,-0.692168,-1.193163,0.551525,B
-1.338029,-2.529519,-2.074689,0.581656,-3.666958,1.887215,2.05677,-2.225298,-0.004394,0.371135,-0.755436,-1.200712,0.533889,B
-1.37227,-2.547947,-1.916305,0.651769,-3.847345,1.922834,2.00785,-2.372088,0.284449,0.12785,-0.861156,-1.130365,0.462506,B
-1.32744,-2.602237,-1.832054,0.691892,-4.033195,2.035894,1.902759,-2.354392,0.456689,0.119912,-0.892914,-1.302409,0.434362,B
-1.41358,-2.823272,-1.584918,0.781672,-4.162599,2.048049,1.82889,-2.428876,0.676688,-0.130962,-1.03918,-1.066523,0.361873,B
-1.501651,-2.921918,-1.492018,0.695412,-4.553543,2.100597,1.776996,-2.420505,0.881947,-0.607399,-1.087969,-0.805613,0.226929,B
-1.568316,-2.871726,-1.509473,0.702105,-4.59443,2.178523,1.652129,-2.574465,1.138117,-0.809209,-1.185532,-0.760807,0.162625,B
-1.737649,-2.89415,-1.461411,0.703787,-4.776379,2.104469,1.535249,-2.463971,1.372687,-1.074029,-1.169458,-0.843325,0.057263,B
-1.807408,-2.924341,-1.373266,0.732175,-4.829164,2.105297,1.037994,-2.171128,1.825013,-1.472022,-1.141394,-0.410742,-0.087001,B
-1.91802,-2.874551,-1.343976,0.757148,-4.710196,2.08165,0.729306,-2.123527,2.021107,-1.539776,-0.996303,-0.217863,-0.123842,B
-2.133159,-3.042507,-0.792294,0.827267,-4.050663,2.665987,0.423645,-1.904095,2.029338,-1.577328,-0.140523,-0.588209,-0.426856,B
-2.234251,-3.091248,-0.780446,0.730615,-3.975133,2.698932,0.133774,-1.691722,2.239268,-1.554906,-0.083504,-0.361375,-0.457199,B
-2.174892,-3.171039,-0.772774,0.683273,-3.972145,2.69946,-0.030725,-1.553776,2.335748,-1.56168,0.052074,-0.42524,-0.446172,B
-2.246681,-3.12642,-0.819145,0.669748,-3.94906,2.692994,-0.215265,-1.51567,2.548448,-1.488343,0.235328,-0.401673,-0.430441,B
-2.2779,-3.128569,-0.83532,0.69258,-3.947097,2.636636,-0.298495,-1.385576,2.667758,-1.414497,0.267401,-0.403811,-0.43021,B
-2.314177,-3.10384,-0.874881,0.718971,-3.896037,2.503104,-0.43088,-1.212102,2.896847,-1.365278,0.328977,-0.309991,-0.456485,B
-2.301981,-3.266697,-0.924473,0.715927,-3.914628,2.308045,-0.623379,-0.994128,3.085355,-1.307041,0.427995,-0.394639,-0.485691,B
-2.382675,-3.233026,-1.099575,0.69214,-3.88577,1.876737,-0.895857,-0.713939,3.272017,-1.094166,0.684998,-0.40848,-0.567659,B
-2.271566,-3.34409,-1.161704,0.629375,-3.98214,1.758269,-0.992299,-0.520076,3.404649,-1.028881,0.759788,-0.479148,-0.581531,B
-2.21429,-3.334771,-1.177077,0.598319,-3.963017,1.617769,-1.136283,-0.507987,3.452011,-0.775234,0.667993,-0.896537,-7.239436,B
-2.211374,-3.461337,-1.159244,0.493902,-3.881668,1.362022,-1.37249,-0.32016,3.750851,-0.733682,0.815197,-0.488318,-0.64463,B
-2.147057,-3.550644,-1.133512,0.317403,-3.884498,1.267299,-1.549407,-0.284168,3.766817,-0.622162,0.883516,-0.461235,-0.642369,B
-2.123083,-3.657525,-1.070475,0.055003,-3.826439,0.992777,-1.831041,-0.233869,3.699237,-0.477814,1.014177,-0.315742,-0.675188,B
-2.204161,-4.034066,-1.116398,-0.143009,-3.904629,0.710407,-2.341241,-0.32746,3.503845,-0.472641,0.900883,-0.507177,-0.699231,B
-2.205885,-4.1152,-1.099928,-0.130593,-3.87432,0.614108,-2.558208,-0.324663,3.326978,-0.392999,0.940486,-0.647588,-0.689865,B
-2.159763,-4.170944,-1.032144,-0.322724,-3.871053,0.240341,-3.03975,-0.51671,2.714596,-0.376108,1.019735,-0.70107,-0.645266,B
-2.013795,-3.937812,-1.200655,-0.600651,-3.727788,0.086933,-3.309882,-0.910951,2.16224,-0.268504,1.142746,-0.891093,-0.504994,B
-1.946928,-3.894712,-1.209374,-0.60122,-3.558269,0.004626,-3.277457,-1.047876,2.069919,-0.31412,1.132933,-0.814903,-0.499668,B
-1.797819,-4.007059,-1.541446,-0.658328,-3.501072,0.163981,-3.505046,-1.097432,1.432157,-0.251021,1.068075,-1.393628,-0.34908,B
-1.891761,-4.177459,-1.521487,-0.700059,-3.260115,0.138198,-3.703877,-1.292755,1.337642,-0.365083,1.05471,-1.200463,-0.317503,B
-1.851721,-4.106065,-1.940669,-0.774333,-2.945513,0.244952,-3.855463,-1.372332,0.809081,-0.341329,1.183911,-1.363918,-0.223561,B
-1.702667,-4.058195,-2.118011,-0.815686,-2.886384,0.257152,-3.794887,-1.442521,0.5563,-0.313126,1.210798,-1.439546,-0.185269,B
-1.38984,-3.948533,-2.523726,-0.949414,-2.491739,0.26945,-3.713829,-1.709062,0.271931,-0.291705,1.00363,-1.297176,-0.062915,B
-1.246442,-3.901624,-2.777159,-1.091421,-2.3312,0.372443,-3.611036,-1.766367,-0.030531,-0.291133,0.917217,-1.307595,0.007834,B
-1.101095,-3.689785,-3.103005,-1.283359,-1.979649,0.577192,-3.570438,-1.860845,-0.481024,-0.270903,0.583945,-1.253812,0.175382,B
-1.013847,-3.684249,-3.288822,-1.436681,-1.778513,0.677277,-3.539288,-1.934639,-0.549964,-0.364441,0.388197,-1.199166,0.238704,B
-0.938988,-3.681749,-3.41327,-1.573043,-1.687344,0.724795,-3.488423,-1.928403,-0.634636,-0.390115,0.182133,-1.103715,0.297397,B
-0.808063,-3.685776,-3.564048,-1.678276,-1.446715,0.68415,-3.317073,-1.889651,-0.715304,-0.391851,-0.000464,-0.881084,0.349051,B
-0.819409,-3.840378,-3.978562,-2.310563,-0.878557,0.582968,-2.665657,-0.680913,-0.449251,-0.45068,-0.195667,-0.635858,0.244728,B
-0.839888,-3.724654,-4.142081,-2.403542,-0.730821,0.592372,-2.652936,-0.57215,-0.117284,-0.545693,-0.112254,-0.5654,0.174121,B
-0.958716,-3.496194,-4.384591,-2.504885,-0.677131,0.433586,-2.413614,-0.098958,-0.00639,-0.529693,0.010247,-0.255876,0.102163,B
-0.989549,-3.540251,-4.448478,-2.513097,-0.632247,0.357376,-2.316732,0.267549,0.143758,-0.550873,-0.110293,-0.221393,0.06903,B
-1.087767,-3.512347,-4.474726,-2.601239,-0.594579,0.308139,-2.20589,0.399888,0.27901,-0.632606,-0.069016,-0.067293,0.015383,B
-1.124999,-3.501596,-4.589005,-2.72729,-0.660694,0.312401,-2.15918,0.940151,0.631946,-0.686385,-0.134081,-0.135763,-0.03714,B
-1.312874,-3.391026,-4.543007,-2.768571,-0.501378,0.155971,-2.002302,1.294297,0.967656,-0.783767,-0.093736,0.131649,-0.130735,B
-1.581601,-3.360993,-4.365248,-2.662884,-0.478986,0.342161,-2.035863,1.865298,1.075241,-0.755943,-0.10545,-0.041539,-0.147696,B
-1.69791,-3.232521,-4.306455,-2.626854,-0.449232,0.326065,-2.023072,2.062712,1.16496,-0.769782,-0.135481,0.00431,-0.174932,B
-1.838257,-3.425424,-4.170034,-2.567681,-0.467268,0.233009,-1.875149,2.605504,1.200915,-0.988636,-0.228751,0.341797,-0.238426,B
-2.419277,-2.90696,-3.710861,-2.591713,-0.222849,0.030156,-1.255994,4.431462,0.155856,-0.673585,-1.006222,0.849585,-0.313669,B
-2.545398,-2.801613,-3.650706,-2.579904,-0.230282,0.045471,-1.10792,4.701385,0.361904,-0.843035,-1.156702,0.990887,-0.377718,B
-2.659427,-2.764076,-3.665029,-2.564763,-0.195063,0.132268,-0.821912,4.883928,0.566968,-0.974824,-1.386813,1.098971,-0.408369,B
-2.478791,-2.485955,-3.692207,-2.507485,-0.27768,0.731204,1.044778,4.721062,1.332374,-0.3914,-1.631151,1.105071,-0.290145,B
-2.717529,-2.254279,-3.410165,-2.506148,-0.19421,0.90266,1.398975,4.852771,0.979966,0.24199,-1.731387,1.03072,-0.189039,B
-2.386952,-1.928057,-3.573822,-2.420382,-0.120059,1.393797,2.151988,4.020767,0.417553,0.864934,-1.226037,0.726274,0.035835,B
-1.165961,-2.483687,-4.256244,-2.459777,-1.194148,1.444403,2.577756,2.263464,-0.011396,0.688578,-0.844038,1.243244,0.358414,B
-1.20399,-2.290827,-4.124033,-2.473361,-1.206615,1.497469,2.645283,2.210197,-0.356938,0.854068,-0.710871,1.287253,0.400815,B
-1.163586,-2.216864,-4.015758,-2.443482,-1.261712,1.735643,2.53437,1.89248,-0.431614,0.915684,-0.584967,1.064198,0.479443,B
-1.219556,-1.93524,-3.831844,-2.30504,-1.198153,1.857607,2.671316,1.716339,-0.83439,1.108476,-0.619356,1.071076,0.592703,B
-1.178233,-1.90831,-3.641843,-2.150017,-1.334067,2.105913,2.713212,1.449613,-1.042324,1.221996,-0.585756,0.942487,0.638227,B
-1.132185,-2.088569,-3.328349,-1.881709,-1.45094,2.185169,2.669558,0.91548,-1.453111,1.298257,-0.472975,0.851529,0.72005,B
-1.073364,-2.192594,-3.410375,-1.746416,-1.637976,2.25642,2.691201,0.718274,-1.543517,1.218648,-0.419953,0.681744,0.723678,B
-1.102492,-2.145927,-3.289959,-1.540194,-1.649599,2.207678,2.71598,0.518967,-1.761834,1.207685,-0.463202,0.66485,0.732544,B
-1.137253,-2.17677,-3.230234,-1.373829,-1.78366,2.191268,2.684798,0.330008,-1.859974,1.237606,-0.463644,0.546039,0.738135,B
-1.012691,-2.180977,-2.960636,-1.0874,-2.117409,1.842216,2.790745,-0.062331,-2.146823,1.475382,-0.384904,0.302489,0.688998,B
-0.993862,-1.886821,-2.591036,-1.011096,-2.336994,1.760123,2.913997,-0.255585,-2.233387,1.766159,-0.428073,0.14337,0.72749,B
-1.016501,-1.678716,-2.502104,-0.98982,-2.410549,1.748311,2.942635,-0.302802,-2.217707,1.864223,-0.452612,0.135455,0.726753,B
-1.074476,-1.580821,-2.154093,-0.864176,-2.672658,1.585881,3.083851,-0.46115,-2.119897,1.944319,-0.543881,0.267692,0.708164,B
-1.136755,-1.565735,-2.044625,-0.872794,-2.809199,1.524885,3.044238,-0.471971,-2.038017,1.935128,-0.514024,0.151371,0.676718,B
-1.132162,-1.6804,-1.901911,-0.797999,-2.967783,1.465004,3.030347,-0.583187,-1.986716,1.835233,-0.498387,0.17751,0.650628,B
-1.279548,-2.329754,-1.38433,-0.016269,-3.677068,1.24325,2.682129,-0.83896,-1.814537,1.24967,-0.633961,0.158609,0.531823,B
-1.343307,-2.66226,-1.487892,0.259,-3.808546,1.246408,2.413677,-1.239287,-1.2241,0.644629,-0.650444,-0.107063,0.457858,B
-1.442467,-2.678358,-1.400606,0.404902,-3.834273,1.246491,2.30598,-1.254725,-1.236492,0.600128,-0.768892,-0.217278,0.459162,B
-1.538625,-2.69809,-1.304151,0.539847,-3.850816,1.162126,2.253839,-1.366765,-1.164798,0.544796,-0.832389,-0.296918,0.465613,B
-1.888009,-4.026528,-1.138238,-0.052763,-3.896345,0.232107,-2.932386,-0.716355,2.957342,-0.429607,1.051312,-0.943836,-0.677029,B
-1.909994,-4.004565,-1.106632,-0.188733,-3.82651,0.247975,-3.092792,-0.827671,2.877269,-0.454212,0.934208,-0.9024,-0.682353,B
-1.863841,-4.189008,-1.117848,-0.263371,-3.781246,0.338609,-3.288735,-0.909676,2.797321,-0.468695,0.889639,-0.942011,-0.634343,B
-1.717502,-4.479199,-1.511831,-0.430297,-3.262949,0.318342,-3.864018,-1.470377,1.812696,-0.486819,1.073317,-1.076855,-0.475285,B
-1.624274,-4.421845,-1.648835,-0.495478,-3.229693,0.360968,-3.893982,-1.528544,1.581481,-0.430974,1.109371,-1.174891,-0.431145,B
-1.459316,-4.279926,-1.756361,-0.555628,-2.995924,0.334633,-3.860802,-1.602482,1.369724,-0.368976,1.052696,-1.135005,-0.360214,B
-1.263555,-4.10993,-2.145586,-0.899559,-2.863336,0.465922,-3.766741,-1.8615,1.139257,-0.413882,0.956437,-1.218349,-0.277113,B
-1.003716,-3.914423,-2.514496,-1.044591,-2.515396,0.536761,-3.610689,-2.048851,0.73351,-0.364244,0.850662,-1.258112,-0.153395,B
-0.888736,-3.752231,-2.746781,-1.161191,-2.366358,0.602046,-3.563681,-2.18197,0.463204,-0.356848,0.764826,-1.118084,-0.060942,B
-0.678991,-3.535206,-3.385829,-1.507849,-1.891273,0.80214,-3.371638,-2.554793,0.036253,-0.519463,0.040287,-0.873645,0.180389,B
-0.630252,-3.513214,-3.617441,-1.669506,-1.914668,0.824559,-3.252524,-2.570504,-0.127086,-0.604749,-0.186723,-0.95925,0.246807,B
-0.757317,-3.569094,-3.992156,-2.018769,-1.338232,0.835479,-2.872505,-1.85878,0.090779,-0.548684,-0.247274,-1.152487,0.192557,B
-0.682091,-3.569809,-4.105321,-2.265342,-1.131827,0.810957,-2.552062,-1.443119,0.420278,-0.502136,-0.174074,-0.97279,0.123862,B
-0.73007,-3.586933,-4.202915,-2.37745,-0.947634,0.817632,-2.477289,-1.033607,0.668906,-0.521298,-0.169699,-0.885187,0.056758,B
-0.677217,-3.651995,-4.289674,-2.658136,-0.851531,0.83997,-2.331745,-0.420647,0.721433,-0.540043,-0.149926,-0.697706,0.00356,B
-0.815746,-3.633532,-4.267746,-2.649395,-0.66902,0.808068,-2.384026,-0.16474,0.929276,-0.530821,-0.159182,-0.586036,-0.036419,B
-0.80906,-3.696378,-4.292922,-2.762416,-0.564773,0.883924,-2.380737,0.130039,1.036301,-0.583941,-0.236738,-0.51479,-0.061135,B
-0.861923,-3.696387,-4.282371,-2.939717,-0.60766,0.895772,-2.372138,0.393974,1.113441,-0.610329,-0.109855,-0.389848,-0.101159,B
-1.404524,-3.3057,-4.330897,-3.120398,-0.455981,0.683317,-2.212097,1.338491,1.309622,-0.600784,-0.016999,-0.224049,-0.175576,B
-1.584333,-3.272855,-4.251743,-3.069676,-0.436876,0.402812,-2.017807,1.866941,1.389903,-0.74832,0.141488,0.173128,-0.244671,B
-1.676006,-3.314932,-4.21915,-3.038381,-0.394961,0.339282,-1.971493,2.149484,1.368614,-0.762318,0.168128,0.200816,-0.226185,B
-1.825046,-3.46967,-4.090563,-3.106172,-0.477128,0.411623,-1.809864,2.663658,1.469137,-1.090632,-0.098068,0.451316,-0.297508,B
-2.285325,-3.513487,-3.801334,-2.685527,-0.57645,0.844249,-1.344958,3.492371,1.630965,-1.866718,-0.658143,0.891494,-0.342027,B
-2.745023,-2.038355,-3.367465,-2.188051,-0.155445,1.009536,1.623917,4.83553,0.449592,0.17037,-1.663198,1.170163,-0.134569,B
-2.655665,-1.846921,-3.330421,-2.298227,-0.118238,1.185201,1.865289,4.694056,0.281747,0.505407,-1.661665,0.856536,-0.081258,B
-2.471827,-1.791373,-3.359321,-2.340852,-0.199677,1.341447,2.129744,4.547088,0.155958,0.590016,-1.658962,0.739985,-0.066093,B
-1.718712,-1.804894,-4.102813,-2.531617,-0.966468,1.024608,2.446468,3.919262,0.190179,0.259916,-1.939518,1.455523,0.250241,B
-1.333122,-2.121739,-4.230857,-2.49801,-1.213354,1.221883,2.633817,3.523609,0.329899,-0.088433,-1.786938,1.606842,0.189808,B
-1.240979,-2.150042,-4.346159,-2.3306,-1.249819,1.711841,2.847785,2.799751,0.154571,-0.269404,-1.579122,1.514009,0.355028,B
-1.237535,-2.058758,-4.295702,-2.177164,-1.280036,1.806165,2.871268,2.588735,-0.045249,-0.051124,-1.375899,1.502591,0.407838,B
-1.331734,-1.877137,-4.156507,-1.970518,-1.114514,1.821395,2.96507,2.347047,-0.51069,0.378033,-1.277471,1.271792,0.458951,B
-1.180466,-1.891225,-4.059285,-1.641862,-1.400397,2.154372,3.227113,1.374696,-1.104869,0.679862,-1.034156,0.912111,0.60527,B
-1.103903,-2.184736,-3.592922,-1.272575,-1.75245,2.137569,3.177269,0.408176,-1.525829,1.086234,-0.703115,0.682916,0.661046,B
-1.127407,-2.177415,-3.475108,-1.158079,-1.855843,2.186826,3.206775,0.36146,-1.838748,1.245055,-0.787638,0.554605,0.715941,B
-1.184948,-2.04974,-3.286805,-1.039873,-1.949508,2.201132,3.198306,0.255297,-2.199584,1.451891,-0.836424,0.306034,0.794014,B
-1.233335,-1.919922,-3.044462,-0.946159,-1.88025,2.027695,3.141801,0.062087,-2.236665,1.564833,-0.776676,0.426641,0.781426,B
-1.068685,-2.024215,-2.901237,-0.938277,-2.151758,2.088624,3.090676,-0.049507,-2.250695,1.708459,-0.681667,0.246411,0.797403,B
-1.100597,-2.004433,-2.686705,-0.924166,-2.167482,1.94842,3.06443,-0.138089,-2.171455,1.82378,-0.583062,0.267974,0.765061,B
-1.197809,-1.840261,-2.490763,-0.86403,-2.306655,1.952341,2.953053,-0.209665,-2.133459,1.954312,-0.656027,0.130679,0.77208,B
-1.219522,-1.832557,-2.397756,-0.793746,-2.416855,1.884562,2.920601,-0.280313,-2.089661,1.988131,-0.527713,0.049091,0.763577,B
-1.206309,-1.89074,-2.270927,-0.717234,-2.606208,1.843377,2.91059,-0.37319,-1.977975,1.93631,-0.480528,0.101431,0.733984,B
-0.934411,-2.352297,-2.166069,-0.350731,-2.980201,1.725315,2.986274,-0.754342,-1.661284,1.533229,-0.421051,-0.018634,0.712977,B
-1.10193,-2.457496,-2.052765,-0.040186,-3.175018,1.572197,2.913438,-0.632825,-1.677128,1.49344,-0.582284,-0.225223,0.652792,B
-1.057164,-2.687158,-2.050849,0.230881,-3.606261,1.481789,2.558343,-1.527468,-0.804457,0.596927,-0.515561,-0.368402,0.506052,B
-1.23089,-2.65238,-1.848355,0.369624,-3.705953,1.539825,2.339348,-1.613382,-0.770813,0.495226,-0.702956,-0.565857,0.511295,B
-1.549899,-2.69897,-1.63864,0.489062,-3.686359,1.632505,1.967588,-1.929764,-0.306928,0.175697,-0.675058,-0.489785,0.435908,B
-1.623299,-2.761236,-1.560399,0.675082,-4.033758,1.809577,1.844505,-2.016434,-0.269439,0.031915,-0.741737,-0.667489,0.45534,B
-1.673665,-2.686815,-1.447229,0.818993,-4.095462,1.856857,1.79731,-2.070909,-0.117129,-0.087772,-0.897624,-0.598141,0.426453,B
-1.671615,-2.634758,-1.425937,0.946976,-4.169334,1.845502,1.768618,-2.009196,0.073785,-0.122713,-0.912704,-0.708795,0.378122,B
-1.850629,-2.573588,-1.290287,1.115988,-4.331575,1.954741,1.755778,-1.942636,0.390924,-0.282608,-1.08217,-0.889632,0.35007,B
-1.862655,-2.549546,-1.322789,1.16161,-4.435903,2.046354,1.7684,-1.949516,0.548945,-0.371121,-1.137937,-0.759316,0.312107,B
-1.83692,-2.676623,-1.266833,1.235676,-4.720151,2.081232,1.322033,-1.635466,1.088196,-0.872429,-0.92224,-0.248847,0.16077,B
-1.965515,-2.667468,-1.367321,1.248976,-4.781079,2.239778,0.792691,-1.639369,1.434138,-1.13019,-0.766552,-0.129143,0.109069,B
-2.07877,-2.644047,-1.397669,1.203671,-4.758071,2.243643,0.557708,-1.70804,1.565829,-1.225402,-0.577738,-0.004199,0.072894,B
-2.360538,-3.306684,-1.110959,1.220984,-3.994418,2.140501,-0.536561,-0.88792,2.870222,-0.98159,0.839671,-0.24524,-0.422595,B
-2.324704,-3.375437,-1.18545,1.206197,-3.964946,2.045141,-0.74389,-0.719989,3.143445,-0.877531,0.86818,-0.289645,-0.443299,B
-2.298236,-3.477934,-1.17763,1.230308,-3.998685,1.89437,-0.822541,-0.606361,3.287398,-0.823027,0.88719,-0.34469,-0.479559,B
-2.30145,-3.523733,-1.331048,1.193229,-3.843018,1.463345,-1.039965,-0.418801,3.71952,-0.619097,0.916892,-0.390934,-0.585482,B
-2.24498,-3.586732,-1.382401,1.156486,-3.862211,1.392707,-1.108295,-0.315673,3.742383,-0.498088,0.823463,-0.627219,-0.582458,B
-2.234463,-3.555873,-1.490326,1.044311,-3.820438,1.072242,-1.172284,-0.216128,3.900421,-0.331975,0.822815,-0.737144,-0.635132,B
-2.154189,-3.483456,-1.540008,0.886615,-3.73362,0.757186,-1.188672,-0.217114,3.969607,-0.286689,0.885587,-0.677085,-0.711163,B
-2.104074,-3.50985,-1.55651,0.701466,-3.797819,0.71407,-1.279661,-0.235135,4.006165,-0.273372,0.843954,-0.75265,-0.72146,B
-1.903521,-3.635074,-1.476323,0.426178,-3.777755,0.585169,-1.487422,-0.271178,4.063416,-0.186994,0.833406,-0.744135,-0.755103,B
-1.902311,-3.520143,-1.468333,0.093828,-3.797915,0.440159,-1.66402,-0.349417,4.048179,-0.211913,0.881298,-0.590281,-0.801551,B
-1.774351,-3.605478,-1.317623,-0.236308,-3.767507,0.224259,-1.886887,-0.526427,3.730871,-0.140195,0.852138,-0.463458,-0.812554,B
-1.765103,-3.711058,-1.269394,-0.354513,-3.786773,0.277787,-2.014131,-0.493056,3.690533,-0.099748,0.686659,-0.562975,-0.785999,B
-1.730911,-3.946443,-1.091565,-0.401768,-3.801799,0.222771,-2.385736,-0.794071,3.259779,-0.053837,0.513618,-0.644546,-0.716087,B
-1.903114,-4.082665,-1.115239,-0.397304,-3.800926,0.116187,-2.617307,-0.877532,2.833185,-0.203028,0.336299,-0.750942,-0.700536,B
-1.732489,-3.905182,-1.143454,-0.669347,-3.667486,-0.063416,-2.910224,-1.314274,1.857678,-0.172583,0.325727,-0.982606,-0.547441,B
-1.639572,-3.931997,-1.217777,-0.786374,-3.686075,0.013612,-2.990342,-1.546305,1.667817,-0.296295,0.189154,-0.977575,-0.499838,B
-1.607009,-3.703276,-1.326984,-0.986907,-3.530036,0.039898,-3.220259,-1.744755,0.884073,-0.389693,0.101077,-0.91897,-0.339539,B
-1.52045,-3.611553,-1.526034,-1.167234,-3.410805,0.06165,-3.363409,-2.100272,0.36662,-0.624385,-0.05103,-0.988552,-0.217774,B
-1.474631,-3.517108,-2.023856,-1.389221,-3.187197,0.200642,-3.493398,-2.441539,-0.127342,-0.640291,-0.178009,-0.942462,-0.038481,B
-1.282666,-3.408343,-2.469461,-1.583089,-2.922367,0.225909,-3.398943,-2.622686,-0.479754,-0.545527,-0.191312,-1.080697,0.136244,B
-1.02781,-3.533851,-2.641903,-2.059522,-2.476307,0.074094,-3.244176,-2.213212,-0.586958,-0.40207,0.164073,-0.960136,0.148746,B
-0.923355,-3.532349,-3.278677,-2.817108,-1.415921,0.279553,-2.845633,-0.786983,-0.12391,0.174676,0.778272,-0.60465,0.136705,B
-1.093917,-3.309966,-3.61424,-2.879606,-1.171816,0.26341,-2.67374,-0.124015,0.139734,0.198105,0.904215,-0.550934,0.070325,B
-1.150652,-3.178219,-3.703675,-2.901591,-1.077294,0.238476,-2.605367,0.070103,0.184961,0.245459,0.950351,-0.441682,0.060166,B
-1.199302,-3.158862,-3.783551,-2.995022,-0.947205,0.043074,-2.48979,0.360169,0.183469,0.314072,1.114551,-0.196854,0.034875,B
-1.259124,-3.513793,-3.87341,-2.871384,-0.85032,0.174035,-2.199076,1.350571,0.185665,0.165327,1.210585,0.190633,-0.020926,B
-1.452568,-3.630214,-3.904334,-2.732674,-0.58962,0.243683,-2.161226,1.764611,0.45204,0.136222,1.141747,0.147168,-0.032972,B
-1.837502,-3.213963,-3.634921,-2.486911,-0.164826,0.232297,-1.637732,3.184224,-0.255146,0.60858,0.833398,0.615071,-0.038414,B
-2.382487,-2.594471,-3.180989,-2.78501,0.040616,0.474723,-1.263351,4.147184,-1.003177,1.078741,0.201374,0.677836,0.023283,B
-2.261708,-3.109011,-3.281478,-2.528712,-0.153677,0.725276,-1.015706,4.115318,-0.75592,0.083383,-0.018888,1.056111,-0.078574,B
